cve_id,cve_description,cwe_id,cwe_description
CVE-2004-0816,Integer underflow in firewall via malformed packet.,CWE-191,Integer Underflow (Wrap or Wraparound)
CVE-2006-3211,Stored XSS in a guestbook application using a javascript: URI in a bbcode img tag.,CWE-82,Improper Neutralization of Script in Attributes of IMG Tags in a Web Page
CVE-2020-12446,"Driver exposes access to Model Specific Register (MSR) registers, allowing admin privileges.",CWE-1262,Improper Access Control for Register Interface
CVE-2020-36049,"JavaScript-based packet decoder uses concatenation of many small strings, causing out-of-memory (OOM) condition",CWE-1325,Improperly Controlled Sequential Memory Allocation
CVE-2002-1839,Sender's IP address not recorded in outgoing e-mail.,CWE-223,Omission of Security-relevant Information
CVE-2008-1526,"Router does not use a salt with a hash, making it easier to crack passwords.",CWE-916,Use of Password Hash With Insufficient Computational Effort
CVE-2008-2108,"Chain: insufficient precision (CWE-1339) in random-number generator causes some zero bits to be reliably generated, reducing the amount of entropy (CWE-331)",CWE-330,Use of Insufficiently Random Values
CVE-2015-8103,Deserialization issue in commonly-used Java library allows remote execution.,CWE-913,Improper Control of Dynamically-Managed Code Resources
CVE-2004-2252,Behavioral infoleak by responding to SYN-FIN packets.,CWE-205,Observable Behavioral Discrepancy
CVE-2007-1099,User not sufficiently warned if host key mismatch occurs,CWE-357,Insufficient UI Warning of Dangerous Operations
CVE-2017-11133,"application uses AES in CBC mode, but the pseudo-random secret and IV are generated using math.random, which is not cryptographically strong.",CWE-1204,Generation of Weak Initialization Vector (IV)
CVE-2005-2271,"Visual distinction: Web browsers do not clearly associate a Javascript dialog box with the web page that generated it, allowing spoof of the source of the dialog. origin validation error of a sort?",CWE-451,User Interface (UI) Misrepresentation of Critical Information
CVE-2015-4138,Appliance for managing encrypted communications does not use HttpOnly flag.,CWE-1004,Sensitive Cookie Without 'HttpOnly' Flag
CVE-2006-6588,Reliance on hidden form fields in a web application. Many web application vulnerabilities exist because the developer did not consider that hidden form fields can be processed using a modified client.,CWE-656,Reliance on Security Through Obscurity
CVE-2003-0332,"Product modifies the first two letters of a filename extension after performing a security check, which allows remote attackers to bypass authentication via a filename with a .ats extension instead of a .hts extension.",CWE-180,Incorrect Behavior Order: Validate Before Canonicalize
CVE-2008-0077,assignment of malformed values to certain properties triggers use after free,CWE-416,Use After Free
CVE-2009-1250,"An error code is incorrectly checked and interpreted as a pointer, leading to a crash.",CWE-822,Untrusted Pointer Dereference
CVE-2005-2498,MFV. code injection into PHP eval statement using nested constructs that should not be nested.,CWE-95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')
CVE-2000-0497,"The server is case sensitive, so filetype handlers treat .jsp and .JSP as different extensions. JSP source code may be read because .JSP defaults to the filetype text.",CWE-178,Improper Handling of Case Sensitivity
CVE-1999-0017,FTP bounce attack. The design of the protocol allows an attacker to modify the PORT command to cause the FTP server to connect to other machines besides the attacker's.,CWE-441,Unintended Proxy or Intermediary ('Confused Deputy')
CVE-2002-0304,Server allows remote attackers to read password-protected files via a /./ in the HTTP request.,CWE-41,Improper Resolution of Path Equivalence
CVE-2009-2857,OS deadlock,CWE-667,Improper Locking
CVE-2006-7079,"Chain: PHP app uses extract for register_globals compatibility layer (CWE-621), enabling path traversal (CWE-22)",CWE-621,Variable Extraction Error
CVE-2007-5101,File system sets wrong ownership and group when creating a new file.,CWE-708,Incorrect Ownership Assignment
CVE-2010-3397,DLL hijacking issue in encryption software.,CWE-427,Uncontrolled Search Path Element
CVE-2014-5198,Web log analysis product allows XSS through crafted HTTP Referer header.,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2008-5180,"Communication product allows memory consumption with a large number of SIP requests, which cause many sessions to be created.",CWE-770,Allocation of Resources Without Limits or Throttling
CVE-2002-2086,XSS using <script.,CWE-85,Doubled Character XSS Manipulations
CVE-2001-1501,CPU and memory consumption using many wildcards.,CWE-407,Inefficient Algorithmic Complexity
CVE-2002-1495,XSS in web-based email product via attachment filenames.,CWE-80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS)
CVE-2004-0114,"Reference count for shared memory not decremented when a function fails, potentially allowing unprivileged users to read kernel memory.",CWE-911,Improper Update of Reference Count
CVE-1999-0077,Predictable TCP sequence numbers allow spoofing.,CWE-342,Predictable Exact Value from Previous Values
CVE-2005-3286,Firewall crashes when it can't read a critical memory block that was protected by a malicious process.,CWE-274,Improper Handling of Insufficient Privileges
CVE-2003-1230,"SYN cookies implementation only uses 32-bit keys, making it easier to brute force ISN.",CWE-334,Small Space of Random Values
CVE-2005-0408,"chain: product generates predictable MD5 hashes using a constant value combined with username, allowing authentication bypass.",CWE-916,Use of Password Hash With Insufficient Computational Effort
CVE-2022-24867,The LDAP password might be visible in the html code of a rendered page in an IT Asset Management tool.,CWE-540,Inclusion of Sensitive Information in Source Code
CVE-1999-1326,FTP server does not drop privileges if a connection is aborted during file transfer.,CWE-271,Privilege Dropping / Lowering Errors
CVE-2009-1603,"Chain: product uses an incorrect public exponent when generating an RSA key, which effectively disables the encryption",CWE-311,Missing Encryption of Sensitive Data
CVE-2010-3704,"Chain: parser uses atoi() but does not check for a negative value, which can happen on some platforms, leading to buffer under-write.",CWE-839,Numeric Range Comparison Without Minimum Check
CVE-2009-1936,"Chain: library file sends a redirect if it is directly requested but continues to execute, allowing remote file inclusion and path traversal.",CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2010-3322,XXE in product that performs large-scale data analysis.,CWE-611,Improper Restriction of XML External Entity Reference
CVE-2001-1515,Automatic modification of permissions inherited from another file system.,CWE-281,Improper Preservation of Permissions
CVE-2021-22204,"Chain: regex in EXIF processor code does not correctly determine where a string ends (CWE-625), enabling eval injection (CWE-95), as exploited in the wild per CISA KEV.",CWE-95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')
CVE-2008-5080,Chain: protection mechanism failure allows XSS,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2006-7049,"Application calls functions with arguments in the wrong order, allowing attacker to bypass intended access restrictions.",CWE-683,Function Call With Incorrect Order of Arguments
CVE-2003-0424,%20 (encoded space),CWE-177,Improper Handling of URL Encoding (Hex Encoding)
CVE-2016-10003,"Proxy performs incorrect comparison of request headers, leading to infoleak",CWE-697,Incorrect Comparison
CVE-2004-2154,Mixed upper/lowercase allows bypass of ACLs.,CWE-178,Improper Handling of Case Sensitivity
CVE-2008-1877,"Program runs with privileges and calls another program with the same privileges, which allows read of arbitrary files.",CWE-250,Execution with Unnecessary Privileges
CVE-2002-0653,Off-by-one buffer overflow in function usd by server allows local users to execute arbitrary code as the server user via .htaccess files with long entries.,CWE-193,Off-by-one Error
CVE-2005-2195,Server allows remote attackers to cause a denial of service (application crash) via a URL with a filename containing a .cgi extension and an MS-DOS device name.,CWE-67,Improper Handling of Windows Device Names
CVE-2001-0160,"WEP card generates predictable IV values, making it easier for attackers to decrypt traffic",CWE-1204,Generation of Weak Initialization Vector (IV)
CVE-1999-1127,Does not shut down named pipe connections if malformed data is sent.,CWE-772,Missing Release of Resource after Effective Lifetime
CVE-2002-1449,Username/password in data file under web root.,CWE-219,Storage of File with Sensitive Data Under Web Root
CVE-2012-5819,Cloud storage management application does not validate hostname.,CWE-295,Improper Certificate Validation
CVE-2007-6602,SQL injection via user name.,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2001-1157,XSS protection mechanism strips a <script> sequence that is nested in another <script> sequence.,CWE-182,Collapse of Data into Unsafe Value
